sexo;cargo;estado;regiao;identificacaoCurso;anoCurso;seqAnoCurso;categoriaCurso;idadeAluno;anosExercicio;situacaoAluno
M;1;26;4;30;2021;2;69;38;17;APROVADO
M;1;11;4;30;2021;2;69;67;18;APROVADO
F;2;12;3;30;2021;2;69;43;14;APROVADO
F;1;7;3;30;2021;2;69;48;18;REPROVADO
M;2;11;4;30;2021;2;69;49;23;REPROVADO
M;4;8;4;30;2021;2;69;46;18;APROVADO
M;2;9;3;30;2021;2;69;49;19;APROVADO
F;2;7;3;30;2021;2;69;43;16;APROVADO
F;2;24;5;30;2021;2;69;42;;REPROVADO
M;7;26;4;30;2021;2;69;49;17;APROVADO
M;1;14;1;30;2021;2;69;61;29;REPROVADO
F;2;19;4;30;2021;2;69;53;23;APROVADO
F;4;27;1;30;2021;2;69;37;;REPROVADO
M;4;26;4;30;2021;2;69;46;20;REPROVADO
M;2;7;3;30;2021;2;69;62;20;REPROVADO
M;4;23;5;30;2021;2;69;47;14;REPROVADO
M;2;23;5;30;2021;2;69;48;25;APROVADO
M;2;26;4;30;2021;2;69;50;15;REPROVADO
F;1;7;3;30;2021;2;69;41;18;REPROVADO
M;7;18;5;30;2021;2;69;59;9;APROVADO
M;2;7;3;30;2021;2;69;46;15;APROVADO
F;2;7;3;30;2021;2;69;45;20;APROVADO
M;1;11;4;30;2021;2;69;40;18;APROVADO
M;4;23;5;30;2021;2;69;33;;APROVADO
M;1;22;1;30;2021;2;69;60;29;APROVADO
M;2;23;5;30;2021;2;69;46;15;APROVADO
M;2;8;4;30;2021;2;69;56;12;APROVADO
M;2;11;4;98;2021;2;69;44;15;APROVADO
F;1;7;3;98;2021;2;69;49;16;APROVADO
M;2;18;5;98;2021;2;69;45;14;APROVADO
M;4;9;3;98;2021;2;69;59;26;APROVADO
M;4;26;4;98;2021;2;69;48;19;APROVADO
M;4;6;2;98;2021;2;69;53;20;REPROVADO
M;6;7;3;98;2021;2;69;53;20;APROVADO
F;1;26;4;98;2021;2;69;42;18;APROVADO
F;1;19;4;98;2021;2;69;66;28;APROVADO
M;2;19;4;98;2021;2;69;48;25;APROVADO
M;1;19;4;98;2021;2;69;57;26;APROVADO
M;1;7;3;98;2021;2;69;32;8;REPROVADO
M;5;7;3;98;2021;2;69;47;19;APROVADO
M;1;19;4;98;2021;2;69;35;;APROVADO
M;1;7;3;98;2021;2;69;39;18;APROVADO
F;1;19;4;98;2021;2;69;63;29;APROVADO
F;1;19;4;98;2021;2;69;50;17;REPROVADO
M;6;6;2;98;2021;2;69;61;23;APROVADO
M;7;6;2;98;2021;2;69;51;17;APROVADO
F;1;7;3;98;2021;2;69;;;APROVADO
F;1;6;2;98;2021;2;69;29;8;APROVADO
F;1;15;2;98;2021;2;69;65;29;APROVADO
M;1;26;4;98;2021;2;69;45;17;APROVADO
F;1;7;3;98;2021;2;69;45;18;APROVADO
M;2;7;3;98;2021;2;69;43;19;APROVADO
M;1;7;3;98;2021;2;69;60;29;APROVADO
M;1;7;3;98;2021;2;69;43;18;APROVADO
M;1;7;3;98;2021;2;69;32;8;APROVADO
M;1;7;3;98;2021;2;69;53;17;APROVADO
M;4;7;3;98;2021;2;69;45;15;APROVADO
F;1;11;4;98;2021;2;69;36;8;APROVADO
M;4;5;2;98;2021;2;69;40;;APROVADO
F;1;9;3;98;2021;2;69;59;29;APROVADO
F;1;7;3;98;2021;2;69;71;29;APROVADO
M;2;10;2;98;2021;2;69;32;6;APROVADO
M;1;7;3;98;2021;2;69;30;;APROVADO
F;7;10;2;98;2021;2;69;38;;REPROVADO
M;5;22;1;98;2021;2;69;40;;APROVADO
F;5;5;2;98;2021;2;69;43;;APROVADO
F;7;7;3;98;2021;2;69;40;15;APROVADO
M;6;23;5;98;2021;2;69;45;15;APROVADO
M;1;15;2;98;2021;2;69;56;23;APROVADO
M;1;6;2;98;2021;2;69;66;22;APROVADO
F;1;19;4;98;2021;2;69;56;28;APROVADO
M;1;19;4;98;2021;2;69;67;26;APROVADO
F;1;16;2;98;2021;2;69;67;29;REPROVADO
M;2;18;5;98;2021;2;69;49;26;APROVADO
M;3;7;3;98;2021;2;69;49;16;APROVADO
M;3;7;3;98;2021;2;69;50;16;APROVADO
M;1;7;3;98;2021;2;69;43;;APROVADO
M;5;26;4;98;2021;2;69;41;;APROVADO
M;1;9;3;98;2021;2;69;33;8;APROVADO
M;1;7;3;98;2021;2;69;27;7;APROVADO
M;1;19;4;98;2021;2;69;69;22;APROVADO
M;2;7;3;98;2021;2;69;52;19;APROVADO
M;1;15;2;98;2021;2;69;34;8;APROVADO
M;1;7;3;98;2021;2;69;61;26;APROVADO
M;1;7;3;98;2021;2;69;37;18;APROVADO
F;1;7;3;98;2021;2;69;50;16;APROVADO
M;1;16;2;98;2021;2;69;59;22;APROVADO
M;4;7;3;98;2021;2;69;54;20;APROVADO
F;1;20;2;98;2021;2;69;37;8;APROVADO
M;1;6;2;98;2021;2;69;68;28;APROVADO
M;1;19;4;98;2021;2;69;50;28;APROVADO
M;1;15;2;98;2021;2;69;46;18;APROVADO
M;4;7;3;98;2021;2;69;40;15;REPROVADO
M;1;7;3;98;2021;2;69;32;6;APROVADO
F;1;22;1;98;2021;2;69;58;29;APROVADO
M;5;6;2;98;2021;2;69;53;24;APROVADO
F;1;19;4;98;2021;2;69;36;8;APROVADO
M;1;17;2;98;2021;2;69;65;28;APROVADO
F;1;19;4;98;2021;2;69;46;;APROVADO
M;1;7;3;98;2021;2;69;47;12;APROVADO
M;1;7;3;98;2021;2;69;48;18;APROVADO
M;5;19;4;98;2021;2;69;48;14;APROVADO
M;2;24;5;98;2021;2;69;54;23;APROVADO
F;1;4;1;98;2021;2;69;64;29;APROVADO
M;1;7;3;98;2021;2;69;59;26;APROVADO
F;1;7;3;98;2021;2;69;72;29;REPROVADO
M;2;7;3;98;2021;2;69;36;;APROVADO
M;5;19;4;98;2021;2;69;41;12;APROVADO
M;1;17;2;98;2021;2;69;69;29;APROVADO
M;2;7;3;98;2021;2;69;47;14;REPROVADO
M;1;7;3;98;2021;2;69;65;29;APROVADO
M;2;19;4;98;2021;2;69;51;13;APROVADO
M;2;19;4;98;2021;2;69;47;15;APROVADO
F;5;24;5;98;2021;2;69;47;15;APROVADO
M;1;20;2;98;2021;2;69;35;;APROVADO
F;1;7;3;98;2021;2;69;68;25;APROVADO
F;1;4;1;98;2021;2;69;62;29;APROVADO
M;1;7;3;98;2021;2;69;66;17;APROVADO
M;1;7;3;98;2021;2;69;45;18;REPROVADO
M;2;23;5;98;2021;2;69;51;14;APROVADO
M;2;7;3;98;2021;2;69;48;16;APROVADO
M;1;7;3;98;2021;2;69;62;25;APROVADO
M;1;13;3;98;2021;2;69;50;18;APROVADO
M;4;7;3;98;2021;2;69;47;20;APROVADO
M;4;7;3;98;2021;2;69;44;18;REPROVADO
M;1;19;4;98;2021;2;69;72;29;APROVADO
M;2;7;3;98;2021;2;69;47;16;REPROVADO
F;1;7;3;98;2021;2;69;33;8;APROVADO
M;5;2;2;98;2021;2;69;41;12;REPROVADO
F;1;18;5;98;2021;2;69;42;;APROVADO
F;1;7;3;98;2021;2;69;50;27;APROVADO
M;6;7;3;98;2021;2;69;40;13;APROVADO
M;1;7;3;98;2021;2;69;45;8;APROVADO
M;1;27;1;98;2021;2;69;54;26;APROVADO
F;1;14;1;98;2021;2;69;53;17;APROVADO
F;1;7;3;98;2021;2;69;64;29;REPROVADO
M;1;7;3;98;2021;2;69;29;;APROVADO
F;1;7;3;98;2021;2;69;60;29;APROVADO
F;1;7;3;98;2021;2;69;41;;APROVADO
F;1;7;3;98;2021;2;69;53;18;APROVADO
M;6;7;3;98;2021;2;69;41;15;APROVADO
M;1;7;3;98;2021;2;69;60;17;APROVADO
M;1;14;1;98;2021;2;69;62;29;APROVADO
M;2;7;3;98;2021;2;69;50;20;REPROVADO
F;1;7;3;98;2021;2;69;33;8;APROVADO
M;1;7;3;98;2021;2;69;37;;APROVADO
M;5;4;1;98;2021;2;69;35;;APROVADO
F;1;7;3;98;2021;2;69;45;17;REPROVADO
M;1;7;3;98;2021;2;69;65;29;REPROVADO
M;1;7;3;98;2021;2;69;39;18;APROVADO
F;1;7;3;98;2021;2;69;36;8;APROVADO
F;1;7;3;98;2021;2;69;68;29;APROVADO
F;1;7;3;98;2021;2;69;47;18;APROVADO
M;1;7;3;98;2021;2;69;62;28;APROVADO
M;1;11;4;98;2021;2;69;41;17;REPROVADO
F;1;14;1;98;2021;2;69;67;29;APROVADO
F;1;7;3;98;2021;2;69;43;18;APROVADO
M;1;7;3;98;2021;2;69;41;;APROVADO
F;1;7;3;98;2021;2;69;49;17;APROVADO
M;2;7;3;98;2021;2;69;53;16;APROVADO
M;1;7;3;98;2021;2;69;61;29;APROVADO
M;7;23;5;98;2021;2;69;42;17;REPROVADO
F;1;2;2;98;2021;2;69;60;29;APROVADO
M;1;19;4;98;2021;2;69;72;29;APROVADO
M;6;26;4;98;2021;2;69;47;13;APROVADO
F;1;20;2;98;2021;2;69;57;29;APROVADO
F;1;9;3;98;2021;2;69;44;8;APROVADO
M;1;7;3;98;2021;2;69;38;8;APROVADO
M;1;17;2;98;2021;2;69;59;29;REPROVADO
M;1;19;4;98;2021;2;69;55;29;APROVADO
F;1;14;1;98;2021;2;69;66;29;REPROVADO
M;1;7;3;98;2021;2;69;54;16;APROVADO
F;1;7;3;98;2021;2;69;;8;APROVADO
M;5;7;3;98;2021;2;69;52;26;APROVADO
F;2;26;4;98;2021;2;69;69;29;APROVADO
M;1;7;3;98;2021;2;69;27;;REPROVADO
M;1;18;5;98;2021;2;69;44;17;APROVADO
M;1;7;3;98;2021;2;69;59;29;APROVADO
M;1;6;2;98;2021;2;69;61;29;APROVADO
M;1;14;1;98;2021;2;69;67;29;APROVADO
F;1;7;3;98;2021;2;69;48;17;APROVADO
M;1;7;3;98;2021;2;69;36;;REPROVADO
M;1;19;4;98;2021;2;69;46;;APROVADO
M;2;27;1;98;2021;2;69;59;36;APROVADO
M;1;26;4;98;2021;2;69;41;;APROVADO
M;1;26;4;98;2021;2;69;46;16;APROVADO
M;1;7;3;98;2021;2;69;61;29;APROVADO
M;1;15;2;98;2021;2;69;46;17;REPROVADO
F;1;7;3;98;2021;2;69;72;29;APROVADO
M;1;7;3;98;2021;2;69;69;28;APROVADO
F;5;7;3;98;2021;2;69;46;14;APROVADO
M;1;19;4;98;2021;2;69;68;26;APROVADO
F;1;18;5;98;2021;2;69;64;31;APROVADO
M;1;7;3;98;2021;2;69;44;18;REPROVADO
M;1;7;3;98;2021;2;69;38;8;APROVADO
F;3;7;3;98;2021;2;69;44;18;REPROVADO
F;1;5;2;98;2021;2;69;63;22;REPROVADO
M;2;7;3;98;2021;2;69;47;13;APROVADO
M;1;7;3;98;2021;2;69;59;29;APROVADO
M;1;12;3;98;2021;2;69;31;8;APROVADO
M;3;7;3;98;2021;2;69;47;16;REPROVADO
M;1;12;3;98;2021;2;69;71;24;APROVADO
F;1;7;3;98;2021;2;69;26;7;APROVADO
M;2;26;4;98;2021;2;69;45;9;APROVADO
M;1;18;5;98;2021;2;69;64;26;REPROVADO
M;5;7;3;98;2021;2;69;46;15;APROVADO
M;1;7;3;98;2021;2;69;59;18;APROVADO
M;1;10;2;98;2021;2;69;53;18;APROVADO
F;1;7;3;98;2021;2;69;40;;APROVADO
M;1;26;4;98;2021;2;69;63;18;APROVADO
F;1;7;3;98;2021;2;69;65;29;REPROVADO
M;1;7;3;98;2021;2;69;62;29;APROVADO
F;1;16;2;98;2021;2;69;58;29;APROVADO
M;1;7;3;98;2021;2;69;26;8;APROVADO
F;1;15;2;98;2021;2;69;49;18;APROVADO
M;6;23;5;98;2021;2;69;42;8;REPROVADO
M;1;19;4;98;2021;2;69;33;8;APROVADO
M;1;7;3;98;2021;2;69;49;18;APROVADO
F;1;18;5;98;2021;2;69;57;23;APROVADO
M;1;19;4;98;2021;2;69;68;26;APROVADO
M;1;7;3;98;2021;2;69;64;26;APROVADO
M;2;7;3;98;2021;2;69;45;19;APROVADO
F;1;14;1;98;2021;2;69;63;29;APROVADO
M;1;3;1;98;2021;2;69;62;29;APROVADO
F;1;7;3;98;2021;2;69;36;8;APROVADO
M;2;7;3;98;2021;2;69;60;24;APROVADO
F;1;25;2;98;2021;2;69;35;8;APROVADO
M;2;24;5;98;2021;2;69;53;19;APROVADO
F;1;7;3;98;2021;2;69;32;8;APROVADO
M;1;7;3;98;2021;2;69;59;22;APROVADO
M;2;19;4;98;2021;2;69;56;20;REPROVADO
M;1;7;3;98;2021;2;69;61;29;APROVADO
M;2;7;3;98;2021;2;69;55;17;REPROVADO
F;1;7;3;98;2021;2;69;39;8;APROVADO
F;1;7;3;98;2021;2;69;51;28;APROVADO
M;1;10;2;98;2021;2;69;66;29;APROVADO
F;1;7;3;98;2021;2;69;28;8;APROVADO
F;1;7;3;98;2021;2;69;41;8;APROVADO
M;2;20;2;98;2021;2;69;37;9;APROVADO
F;1;7;3;98;2021;2;69;32;;APROVADO
M;1;7;3;98;2021;2;69;55;;APROVADO
F;1;7;3;98;2021;2;69;49;17;REPROVADO
F;5;8;4;98;2021;2;69;50;25;APROVADO
F;1;7;3;98;2021;2;69;30;8;APROVADO
M;1;7;3;98;2021;2;69;66;23;APROVADO
F;1;7;3;98;2021;2;69;42;18;REPROVADO
M;1;3;1;98;2021;2;69;69;29;APROVADO
M;1;3;1;98;2021;2;69;69;29;APROVADO
M;2;26;4;98;2021;2;69;44;14;APROVADO
M;5;12;3;98;2021;2;69;63;25;APROVADO
M;1;7;3;98;2021;2;69;72;29;APROVADO
M;2;13;3;98;2021;2;69;31;6;REPROVADO
M;1;7;3;98;2021;2;69;61;21;REPROVADO
M;2;26;4;98;2021;2;69;49;16;APROVADO
M;1;19;4;98;2021;2;69;62;25;APROVADO
M;1;19;4;98;2021;2;69;73;26;APROVADO
M;4;19;4;98;2021;2;69;53;16;APROVADO
M;4;7;3;98;2021;2;69;47;14;REPROVADO
F;2;7;3;98;2021;2;69;49;19;APROVADO
F;1;7;3;98;2021;2;69;58;29;APROVADO
M;3;7;3;98;2021;2;69;61;18;REPROVADO
M;1;3;1;98;2021;2;69;67;29;APROVADO
F;1;7;3;98;2021;2;69;51;17;REPROVADO
M;1;7;3;98;2021;2;69;62;22;APROVADO
F;2;19;4;98;2021;2;69;53;25;REPROVADO
F;2;16;2;98;2021;2;69;43;16;REPROVADO
M;6;19;4;98;2021;2;69;45;20;APROVADO
M;1;7;3;98;2021;2;69;41;16;APROVADO
F;1;7;3;98;2021;2;69;;18;APROVADO
F;1;7;3;98;2021;2;69;57;29;APROVADO
M;2;7;3;98;2021;2;69;52;23;APROVADO
M;2;19;4;98;2021;2;69;47;19;APROVADO
M;2;7;3;98;2021;2;69;49;16;APROVADO
M;6;19;4;98;2021;2;69;51;18;APROVADO
M;2;19;4;98;2021;2;69;48;13;APROVADO
M;1;18;5;98;2021;2;69;39;;APROVADO
M;2;8;4;98;2021;2;69;46;18;APROVADO
M;2;12;3;98;2021;2;69;50;19;APROVADO
M;4;12;3;98;2021;2;69;42;19;APROVADO
M;4;19;4;98;2021;2;69;50;20;APROVADO
M;2;24;5;98;2021;2;69;45;16;APROVADO
F;6;19;4;98;2021;2;69;52;20;APROVADO
M;2;7;3;98;2021;2;69;54;17;REPROVADO
M;6;18;5;98;2021;2;69;40;;APROVADO
M;2;1;1;98;2021;2;69;61;29;REPROVADO
M;2;7;3;98;2021;2;69;34;9;APROVADO
F;1;7;3;98;2021;2;69;66;29;REPROVADO
M;7;23;5;98;2021;2;69;45;17;REPROVADO
F;1;7;3;98;2021;2;69;44;8;APROVADO
F;1;7;3;98;2021;2;69;52;8;APROVADO
M;1;7;3;98;2021;2;69;45;18;APROVADO
F;1;26;4;98;2021;2;69;59;29;APROVADO
M;6;3;1;98;2021;2;69;36;;APROVADO
M;1;9;3;98;2021;2;69;39;;APROVADO
M;6;7;3;98;2021;2;69;43;15;APROVADO
M;1;7;3;98;2021;2;69;39;8;REPROVADO
F;2;7;3;98;2021;2;69;45;20;APROVADO
M;1;7;3;98;2021;2;69;58;29;REPROVADO
M;2;5;2;98;2021;2;69;41;15;APROVADO
M;2;26;4;98;2021;2;69;48;15;REPROVADO
F;5;7;3;98;2021;2;69;33;8;REPROVADO
M;2;7;3;98;2021;2;69;51;19;REPROVADO
M;2;7;3;98;2021;2;69;42;9;APROVADO
M;6;7;3;98;2021;2;69;49;18;APROVADO
M;7;18;5;98;2021;2;69;59;9;APROVADO
F;2;7;3;98;2021;2;69;53;20;APROVADO
M;1;13;3;98;2021;2;69;64;16;APROVADO
F;1;24;5;98;2021;2;69;37;;APROVADO
M;2;7;3;98;2021;2;69;58;20;APROVADO
M;2;7;3;98;2021;2;69;45;17;APROVADO
M;2;11;4;98;2021;2;69;49;23;REPROVADO
M;2;2;2;98;2021;2;69;57;23;REPROVADO
M;1;7;3;98;2021;2;69;63;29;APROVADO
M;1;7;3;98;2021;2;69;44;17;APROVADO
M;7;9;3;98;2021;2;69;35;9;APROVADO
M;1;7;3;98;2021;2;69;52;17;APROVADO
M;5;19;4;98;2021;2;69;43;14;REPROVADO
M;5;7;3;98;2021;2;69;42;15;REPROVADO
M;5;2;2;85;2021;2;69;37;12;APROVADO
M;2;20;2;85;2021;2;69;33;9;APROVADO
F;1;20;2;85;2021;2;69;37;8;REPROVADO
M;2;11;4;85;2021;2;69;36;9;APROVADO
M;5;19;4;85;2021;2;69;46;14;APROVADO
F;6;12;3;85;2021;2;69;39;8;APROVADO
M;5;7;3;85;2021;2;69;39;12;APROVADO
M;1;7;3;85;2021;2;69;28;;APROVADO
F;1;26;4;85;2021;2;69;52;18;REPROVADO
M;2;19;4;85;2021;2;69;55;23;REPROVADO
M;7;21;1;85;2021;2;69;35;;APROVADO
F;2;26;4;85;2021;2;69;;15;APROVADO
M;2;7;3;85;2021;2;69;43;15;REPROVADO
M;7;9;3;85;2021;2;69;44;17;APROVADO
F;1;7;3;85;2021;2;69;42;8;APROVADO
M;1;7;3;85;2021;2;69;48;16;APROVADO
F;4;7;3;85;2021;2;69;47;18;REPROVADO
M;1;7;3;85;2021;2;69;40;17;REPROVADO
M;4;18;5;85;2021;2;69;44;20;APROVADO
M;1;26;4;85;2021;2;69;43;8;APROVADO
M;2;9;3;85;2021;2;69;45;12;APROVADO
M;4;3;1;85;2021;2;69;45;;APROVADO
F;1;7;3;85;2021;2;69;40;;APROVADO
M;3;7;3;85;2021;2;69;49;;APROVADO
F;1;7;3;85;2021;2;69;34;;REPROVADO
M;4;26;4;85;2021;2;69;54;19;APROVADO
F;2;26;4;85;2021;2;69;46;16;APROVADO
F;2;7;3;85;2021;2;69;45;16;APROVADO
M;2;7;3;85;2021;2;69;44;17;APROVADO
M;4;18;5;85;2021;2;69;41;15;REPROVADO
F;5;18;5;85;2021;2;69;43;14;APROVADO
M;2;7;3;85;2021;2;69;50;17;APROVADO
M;2;7;3;85;2021;2;69;45;17;APROVADO
F;2;18;5;85;2021;2;69;45;17;APROVADO
F;2;22;1;85;2021;2;69;40;9;APROVADO
F;2;23;5;85;2021;2;69;38;;APROVADO
M;5;10;2;85;2021;2;69;41;8;APROVADO
M;7;9;3;85;2021;2;69;35;9;APROVADO
F;4;10;2;85;2021;2;69;44;19;REPROVADO
M;2;11;4;87;2021;2;69;44;15;APROVADO
M;4;14;1;87;2021;2;69;61;37;APROVADO
M;5;7;3;87;2021;2;69;48;13;APROVADO
M;6;26;4;87;2021;2;69;62;22;APROVADO
M;5;18;5;87;2021;2;69;43;19;APROVADO
M;6;3;1;87;2021;2;69;39;;REPROVADO
M;4;7;3;87;2021;2;69;41;8;APROVADO
M;2;12;3;87;2021;2;69;55;20;APROVADO
M;2;8;4;87;2021;2;69;54;19;REPROVADO
M;6;26;4;87;2021;2;69;54;15;REPROVADO
M;2;7;3;87;2021;2;69;53;19;REPROVADO
M;2;7;3;87;2021;2;69;41;17;REPROVADO
F;1;7;3;87;2021;2;69;32;;REPROVADO
M;4;7;3;87;2021;2;69;40;15;REPROVADO
M;1;7;3;87;2021;2;69;39;;REPROVADO
M;5;7;3;87;2021;2;69;39;12;APROVADO
F;2;26;4;87;2021;2;69;;15;APROVADO
M;7;9;3;87;2021;2;69;44;17;APROVADO
M;1;14;1;87;2021;2;69;61;29;APROVADO
F;5;1;1;87;2021;2;69;33;;REPROVADO
M;5;27;1;87;2021;2;69;34;8;APROVADO
F;1;23;5;87;2021;2;69;35;8;APROVADO
M;4;23;5;87;2021;2;69;47;14;APROVADO
M;2;24;5;87;2021;2;69;46;14;APROVADO
M;2;5;2;87;2021;2;69;49;17;APROVADO
F;4;18;5;87;2021;2;69;43;20;APROVADO
M;7;8;4;87;2021;2;69;39;9;APROVADO
F;4;7;3;87;2021;2;69;47;18;APROVADO
M;1;7;3;87;2021;2;69;35;;REPROVADO
M;4;18;5;87;2021;2;69;44;20;APROVADO
M;6;7;3;87;2021;2;69;45;13;APROVADO
M;4;7;3;87;2021;2;69;47;20;APROVADO
M;2;18;5;87;2021;2;69;48;8;REPROVADO
M;2;13;3;87;2021;2;69;31;6;REPROVADO
F;1;7;3;87;2021;2;69;40;;REPROVADO
F;4;26;4;87;2021;2;69;49;15;REPROVADO
F;2;7;3;87;2021;2;69;45;16;APROVADO
F;6;9;3;87;2021;2;69;45;14;APROVADO
M;6;9;3;87;2021;2;69;43;15;APROVADO
F;4;24;5;87;2021;2;69;43;20;APROVADO
M;5;18;5;87;2021;2;69;45;19;APROVADO
M;7;21;1;87;2021;2;69;35;;APROVADO
M;4;7;3;87;2021;2;69;39;16;APROVADO
M;2;7;3;87;2021;2;69;50;17;APROVADO
M;6;7;3;87;2021;2;69;43;15;APROVADO
F;2;7;3;87;2021;2;69;45;20;APROVADO
M;6;7;3;87;2021;2;69;45;15;REPROVADO
F;2;22;1;87;2021;2;69;40;9;REPROVADO
M;4;19;4;87;2021;2;69;42;15;APROVADO
M;7;27;1;87;2021;2;69;31;;APROVADO
M;2;19;4;87;2021;2;69;49;20;REPROVADO
F;1;7;3;82;2021;2;69;33;8;REPROVADO
M;6;26;4;82;2021;2;69;54;15;REPROVADO
M;3;7;3;82;2021;2;69;43;16;APROVADO
M;1;18;5;82;2021;2;69;53;8;REPROVADO
M;2;7;3;82;2021;2;69;51;15;APROVADO
M;2;13;3;82;2021;2;69;37;;APROVADO
M;6;7;3;82;2021;2;69;48;18;REPROVADO
M;1;7;3;82;2021;2;69;48;18;APROVADO
F;6;19;4;82;2021;2;69;42;15;APROVADO
M;5;7;3;82;2021;2;69;38;12;APROVADO
M;5;7;3;82;2021;2;69;39;12;APROVADO
M;4;7;3;82;2021;2;69;41;8;APROVADO
M;1;16;2;82;2021;2;69;55;;APROVADO
M;4;19;4;82;2021;2;69;33;;REPROVADO
M;2;7;3;82;2021;2;69;43;15;REPROVADO
M;1;7;3;82;2021;2;69;40;18;APROVADO
M;1;7;3;82;2021;2;69;48;16;REPROVADO
M;2;7;3;82;2021;2;69;42;14;APROVADO
M;1;16;2;82;2021;2;69;38;;REPROVADO
M;1;23;5;82;2021;2;69;62;28;REPROVADO
F;2;7;3;82;2021;2;69;32;;REPROVADO
F;1;7;3;82;2021;2;69;49;17;APROVADO
F;5;20;2;82;2021;2;69;44;12;APROVADO
M;2;7;3;82;2021;2;69;45;17;APROVADO
F;4;10;2;82;2021;2;69;44;19;APROVADO
M;6;17;2;82;2021;2;69;27;;APROVADO
M;7;27;1;82;2021;2;69;31;;APROVADO
M;2;11;4;15;2021;2;69;44;15;APROVADO
F;1;7;3;15;2021;2;69;49;16;APROVADO
M;6;18;5;15;2021;2;69;45;20;APROVADO
M;5;7;3;15;2021;2;69;50;22;APROVADO
M;4;9;3;15;2021;2;69;59;26;APROVADO
F;2;7;3;15;2021;2;69;53;14;APROVADO
M;2;7;3;15;2021;2;69;57;17;APROVADO
M;2;9;3;15;2021;2;69;62;23;APROVADO
M;2;19;4;15;2021;2;69;48;25;APROVADO
F;5;14;1;15;2021;2;69;31;;REPROVADO
F;1;18;5;15;2021;2;69;37;;APROVADO
M;5;7;3;15;2021;2;69;47;19;APROVADO
M;1;19;4;15;2021;2;69;35;;APROVADO
M;1;7;3;15;2021;2;69;48;18;APROVADO
F;1;19;4;15;2021;2;69;50;17;APROVADO
M;5;18;5;15;2021;2;69;43;19;APROVADO
F;1;2;2;15;2021;2;69;45;17;REPROVADO
M;2;10;2;15;2021;2;69;34;6;REPROVADO
F;5;26;4;15;2021;2;69;36;8;APROVADO
M;2;18;5;15;2021;2;69;48;14;APROVADO
M;1;7;3;15;2021;2;69;53;17;APROVADO
F;1;7;3;15;2021;2;69;40;18;APROVADO
F;5;11;4;15;2021;2;69;50;19;APROVADO
M;5;23;5;15;2021;2;69;32;8;APROVADO
M;5;7;3;15;2021;2;69;49;25;APROVADO
F;1;15;2;15;2021;2;69;49;18;APROVADO
F;2;7;3;15;2021;2;69;42;15;APROVADO
F;2;18;5;15;2021;2;69;52;12;REPROVADO
F;4;21;1;15;2021;2;69;;;REPROVADO
F;5;7;3;15;2021;2;69;49;15;APROVADO
M;5;19;4;15;2021;2;69;48;14;APROVADO
M;2;2;2;15;2021;2;69;47;20;APROVADO
M;2;7;3;15;2021;2;69;49;14;APROVADO
M;2;23;5;15;2021;2;69;35;9;APROVADO
M;1;20;2;15;2021;2;69;35;;APROVADO
M;2;7;3;15;2021;2;69;47;14;REPROVADO
M;2;19;4;15;2021;2;69;48;16;APROVADO
F;5;7;3;15;2021;2;69;45;15;APROVADO
M;5;24;5;15;2021;2;69;48;11;APROVADO
M;4;26;4;15;2021;2;69;48;20;APROVADO
F;2;7;3;15;2021;2;69;48;14;REPROVADO
M;2;7;3;15;2021;2;69;48;25;APROVADO
M;1;7;3;15;2021;2;69;44;8;APROVADO
M;7;19;4;15;2021;2;69;43;17;APROVADO
M;5;11;4;15;2021;2;69;43;15;APROVADO
M;2;5;2;15;2021;2;69;33;6;APROVADO
F;1;7;3;15;2021;2;69;30;8;APROVADO
M;1;19;4;15;2021;2;69;49;8;APROVADO
M;4;19;4;15;2021;2;69;49;16;APROVADO
M;4;19;4;15;2021;2;69;48;16;APROVADO
F;1;7;3;15;2021;2;69;36;8;REPROVADO
M;6;26;4;15;2021;2;69;47;13;APROVADO
M;1;19;4;15;2021;2;69;35;;REPROVADO
M;6;7;3;15;2021;2;69;46;14;APROVADO
F;2;26;4;15;2021;2;69;56;20;REPROVADO
F;1;7;3;15;2021;2;69;43;18;APROVADO
M;2;11;4;15;2021;2;69;38;;APROVADO
F;1;7;3;15;2021;2;69;26;;APROVADO
M;1;11;4;15;2021;2;69;41;17;APROVADO
M;2;11;4;15;2021;2;69;46;9;APROVADO
M;2;7;3;15;2021;2;69;55;17;APROVADO
F;2;24;5;15;2021;2;69;44;14;APROVADO
F;1;7;3;15;2021;2;69;48;18;APROVADO
M;1;26;4;15;2021;2;69;60;29;APROVADO
F;2;5;2;15;2021;2;69;40;6;APROVADO
F;5;24;5;15;2021;2;69;47;15;APROVADO
M;1;7;3;15;2021;2;69;28;8;APROVADO
M;1;7;3;15;2021;2;69;28;;APROVADO
F;1;7;3;15;2021;2;69;40;8;APROVADO
M;2;7;3;15;2021;2;69;55;17;APROVADO
M;2;9;3;15;2021;2;69;42;;APROVADO
F;1;7;3;15;2021;2;69;47;18;APROVADO
F;5;8;4;15;2021;2;69;50;25;APROVADO
F;1;7;3;15;2021;2;69;42;18;APROVADO
M;2;7;3;15;2021;2;69;37;;REPROVADO
M;2;9;3;15;2021;2;69;45;12;APROVADO
M;6;10;2;15;2021;2;69;52;13;APROVADO
M;2;19;4;15;2021;2;69;47;15;APROVADO
F;2;19;4;15;2021;2;69;53;23;APROVADO
